name,team,league,season,penalties_scored,penalties_taken
Massimo Donati,Bari,Italy,2009,1,1
Tino Costa,Montpellier,France,2009,2,3
Laurent Courtois,Grenoble,France,2009,0,1
Filip Daems,M'Gladbach,Germany,2009,1,1
Souleymane Camara,Montpellier,France,2009,3,3
Michael Carrick,Manchester Utd,England,2009,0,1
Antonio Cassano,Sampdoria,Italy,2009,1,2
Chory Castro,Mallorca,Spain,2009,0,1
Diego Castro,Sporting Gijón,Spain,2009,4,4
John Carew,Aston Villa,England,2009,1,2
Fernando Cavenaghi,Bordeaux,France,2009,0,1
Renaud Cohade,Valenciennes,France,2009,1,1
Carlton Cole,West Ham,England,2009,1,1
Adrián Colunga,Zaragoza,Spain,2009,1,1
Corona,Almería,Spain,2009,1,2
Edinson Cavani,Palermo,Italy,2009,2,2
Jérémy Blayac,Boulogne,France,2009,0,1
Fabián Canobbio,Valladolid,Spain,2009,1,1
Clint Dempsey,Fulham,England,2009,1,1
Andrea Cossu,Cagliari,Italy,2009,0,1
Alessandro Del Piero,Juventus,Italy,2009,3,3
Marco Borriello,Milan,Italy,2009,1,1
Ryad Boudebouz,Sochaux,France,2009,1,1
Mario Bermejo,Xerez,Spain,2009,1,1
Jimmy Briand,Rennes,France,2009,1,1
Ismaël Bangoura,Rennes,France,2009,1,1
Leighton Baines,Everton,England,2009,1,1
David Dunn,Blackburn,England,2009,2,2
Yohan Demont,Lens,France,2009,1,1
Robert Acquafresca,Genoa,Italy,2009,1,1
Adaílton,Bologna,Italy,2009,1,1
Aritz Aduriz,Mallorca,Spain,2009,0,1
Yakubu Aiyegbeni,Everton,England,2009,0,1
Florent Balmont,Lille,France,2009,1,2
Robert Acquafresca,Atalanta,Italy,2009,1,1
Alejandro Alfaro,Tenerife,Spain,2009,1,1
Manu del Moral,Getafe,Spain,2009,1,1
Nauzet Alemán,Valladolid,Spain,2009,1,1
Jermain Defoe,Tottenham,England,2009,1,2
Kevin Davies,Bolton,England,2009,1,1
Cédric Hengbart,Auxerre,France,2009,1,1
Jimmy Bullard,Hull City,England,2009,4,5
Yohan Cabaye,Lille,France,2009,8,10
Marko Babić,Zaragoza,Spain,2009,0,1
Mikel Arteta,Everton,England,2009,2,2
Keith Andrews,Blackburn,England,2009,1,1
Nicola Amoruso,Parma,Italy,2009,2,4
Xabi Alonso,Real Madrid,Spain,2009,1,1
Graham Alexander,Burnley,England,2009,6,6
Paulo Vitor Barreto,Bari,Italy,2010,2,3
John Utaka,Montpellier,France,2010,0,1
Gylfi Sigurðsson,Hoffenheim,Germany,2010,2,2
Arturo Vidal,Leverkusen,Germany,2010,6,6
Mirko Vučinić,Roma,Italy,2010,1,1
Didier Ya Konan,Hannover 96,Germany,2010,2,2
Jonathan Walters,Stoke City,England,2010,1,1
Ben Watson,Wigan Athletic,England,2010,2,2
Kaká,Real Madrid,Spain,2010,2,2
Andreas Wolf,Nürnberg,Germany,2010,0,1
Sandro Wagner,Werder Bremen,Germany,2010,3,4
David Trezeguet,Hércules,Spain,2010,2,3
Pablo Pinillos Caro,Racing Sant,Spain,2010,1,2
Francesco Totti,Roma,Italy,2010,8,10
Gaizka Toquero,Athletic Club,Spain,2010,0,2
Luca Toni,Genoa,Italy,2010,1,1
Carlos Tevez,Manchester City,England,2010,5,6
Mohamed Tchité,Racing Sant,Spain,2010,0,1
Taye Taiwo,Marseille,France,2010,2,3
Rubén Suárez,Levante,Spain,2010,1,1
Moussa Sow,Lille,France,2010,1,1
Roberto Soldado,Valencia,Spain,2010,1,1
Moussa Sissoko,Toulouse,France,2010,1,1
Kalu Uche,Almería,Spain,2010,0,1
Ashley Young,Aston Villa,England,2010,4,5
Bakaye Traoré,Nancy,France,2010,0,1
Bobby Zamora,Fulham,England,2010,1,1
Riki,La Coruña,Spain,2010,1,1
Timmy Simons,Nürnberg,Germany,2010,1,1
Pierre Webó,Mallorca,Spain,2010,0,1
Sejad Salihović,Hoffenheim,Germany,2010,2,2
Bakary Sako,Saint-Étienne,France,2010,2,2
Nuri Şahin,Dortmund,Germany,2010,0,2
Simão Sabrosa,Atlético Madrid,Spain,2010,1,1
Gergely Rudolf,Bari,Italy,2010,0,1
Nolan Roux,Brest,France,2010,0,1
Sébastien Roudet,Lens,France,2010,1,1
Giuseppe Rossi,Villarreal,Spain,2010,4,4
Tomáš Rosický,Arsenal,England,2010,0,1
Markus Rosenberg,Racing Sant,Spain,2010,0,1
Bastian Schweinsteiger,Bayern Munich,Germany,2010,0,1
Mauro Zárate,Lazio,Italy,2010,2,3
Wayne Rooney,Manchester Utd,England,2010,3,4
Sergio Ramos,Real Madrid,Spain,2010,1,1
Iván Ramis,Mallorca,Spain,2010,1,2
Grégory Pujol,Valenciennes,France,2010,0,1
Xabi Prieto,Real Sociedad,Spain,2010,4,4
Nicola Pozzi,Sampdoria,Italy,2010,2,2
Eugen Polanski,Mainz 05,Germany,2010,0,1
Lukas Podolski,Köln,Germany,2010,2,2
David Pizarro,Roma,Italy,2010,1,1
Frédéric Piquionne,West Ham,England,2010,1,1
Cristiano Ronaldo,Real Madrid,Spain,2010,8,8
Javier Pinola,Nürnberg,Germany,2010,1,2
Stéphane Sessègnon,Sunderland,England,2010,1,1
Zé Roberto,Hamburger SV,Germany,2010,1,1
Mladen Petrić,Hamburger SV,Germany,2010,1,1
Dirk Kuyt,Liverpool,England,2010,5,5
Giuseppe Mascara,Catania,Italy,2010,1,1
Giampaolo Pazzini,Sampdoria,Italy,2010,2,2
Javier Pastore,Palermo,Italy,2010,0,1
Alessandro Parisi,Bari,Italy,2010,0,1
Rodrigo Palacio,Genoa,Italy,2010,1,1
Dani Osvaldo,Espanyol,Spain,2010,2,2
Peter Odemwingie,West Brom,England,2010,2,3
Kevin Nolan,Newcastle Utd,England,2010,1,1
Mark Noble,West Ham,England,2010,4,4
Ruud van Nistelrooy,Hamburger SV,Germany,2010,1,1
Nenê,Paris S-G,France,2010,1,1
Javad Nekounam,Osasuna,Spain,2010,5,5
Dimitri Payet,Saint-Étienne,France,2010,1,2
Samir Nasri,Arsenal,England,2010,1,1
Fabrizio Miccoli,Palermo,Italy,2010,0,1
Miku,Getafe,Spain,2010,1,1
Álvaro Negredo,Sevilla,Spain,2010,4,5
Anthony Modeste,Bordeaux,France,2010,4,5
Luka Modrić,Tottenham,England,2010,1,1
Víctor Montaño,Rennes,France,2010,2,2
Robin van Persie,Arsenal,England,2010,2,3
Éric Mouloungui,Nice,France,2010,1,1
Nani,Manchester Utd,England,2010,0,1
Arnold Mvuemba,Lorient,France,2010,1,1
Landry N'Guémo,Nancy,France,2010,1,1
Ariel Nahuelpán,Racing Sant,Spain,2010,0,1
Felipe Melo,Juventus,Italy,2010,1,1
Sergio Pellissier,Chievo,Italy,2010,1,1
Lionel Messi,Barcelona,Spain,2010,4,4
Mikel San José,Athletic Club,Spain,2010,2,3
Sylvain Marveaux,Rennes,France,2010,1,1
Michele Marcolini,Chievo,Italy,2010,0,1
José Manuel Jurado,Schalke 04,Germany,2010,1,1
Steed Malbranque,Sunderland,England,2010,0,1
Paulo Machado,Toulouse,France,2010,3,4
Massimo Maccarone,Sampdoria,Italy,2010,1,2
Yann M'Vila,Rennes,France,2010,1,1
Maxi López,Catania,Italy,2010,1,1
Lisandro López,Lyon,France,2010,2,2
David López,Athletic Club,Spain,2010,3,4
Juan Mata,Valencia,Spain,2010,1,1
Adrián López,La Coruña,Spain,2010,2,2
Andrea Masiello,Bari,Italy,2010,1,1
Adem Ljajić,Fiorentina,Italy,2010,2,3
Matthias Lehmann,St. Pauli,Germany,2010,1,1
Seb Larsson,Birmingham City,England,2010,1,1
Frank Lampard,Chelsea,England,2010,4,5
Srđan Lakić,Kaiserslautern,Germany,2010,0,1
Philipp Lahm,Bayern Munich,Germany,2010,2,3
Zdravko Kuzmanović,Stuttgart,Germany,2010,4,4
Bojan Krkić,Barcelona,Spain,2010,1,1
Jirès Kembo Ekoko,Rennes,France,2010,0,1
Libor Kozák,Lazio,Italy,2010,1,1
Mauricio Pinilla,Palermo,Italy,2010,1,1
Danijel Ljuboja,Nice,France,2010,0,1
Alessandro Matri,Cagliari,Italy,2010,1,1
Mario Lička,Brest,France,2010,1,1
André Schürrle,Mainz 05,Germany,2010,3,4
Sérgio Pinto,Hannover 96,Germany,2010,1,1
Luís Fabiano,Sevilla,Spain,2010,3,3
Jeda,Lecce,Italy,2010,1,1
Andoni Iraola,Athletic Club,Spain,2010,2,2
Ivo Iličević,Kaiserslautern,Germany,2010,1,1
Zlatan Ibrahimović,Milan,Italy,2010,3,4
Vedad Ibišević,Hoffenheim,Germany,2010,1,1
Klaas-Jan Huntelaar,Schalke 04,Germany,2010,1,2
Aaron Hunt,Werder Bremen,Germany,2010,1,1
Guillaume Hoarau,Paris S-G,France,2010,1,1
Hernanes,Lazio,Italy,2010,1,1
Marek Hamšík,Napoli,Italy,2010,2,3
Manu del Moral,Getafe,Spain,2010,2,2
Morten Gamst Pedersen,Blackburn,England,2010,0,1
Issam Jemâa,Lens,France,2010,0,1
Jonathan de Guzmán,Mallorca,Spain,2010,1,1
Grafite,Wolfsburg,Germany,2010,0,1
Adrián González,Racing Sant,Spain,2010,0,1
Mario Gómez,Bayern Munich,Germany,2010,1,2
Olivier Giroud,Montpellier,France,2010,3,3
Abdelkader Ghezzal,Bari,Italy,2010,1,1
Steven Gerrard,Liverpool,England,2010,2,3
Christian Gentner,Stuttgart,Germany,2010,1,1
Theofanis Gekas,Eint Frankfurt,Germany,2010,4,4
Timo Gebhart,Stuttgart,Germany,2010,1,1
Craig Gardner,Birmingham City,England,2010,1,1
Luis García,Espanyol,Spain,2010,4,4
Andrés Guardado,La Coruña,Spain,2010,2,2
Bruno Grougi,Brest,France,2010,3,4
Mathieu Debuchy,Lille,France,2010,1,1
Ayoze García,Sporting Gijón,Spain,2010,1,1
Kévin Gameiro,Lorient,France,2010,2,2
Edin Džeko,Wolfsburg,Germany,2010,0,1
Ederson,Lyon,France,2010,0,1
Eliseu,Málaga,Spain,2010,0,1
Matthew Etherington,Stoke City,England,2010,2,2
Frédéric Kanouté,Sevilla,Spain,2010,3,4
Cesc Fàbregas,Arsenal,England,2010,0,1
Steven Fletcher,Wolves,England,2010,1,1
Diego Forlán,Atlético Madrid,Spain,2010,0,2
David Dunn,Blackburn,England,2010,1,1
Torsten Frings,Werder Bremen,Germany,2010,3,6
Samuel Eto'o,Inter,Italy,2010,5,6
Dariusz Dudka,Auxerre,France,2010,1,1
Youssouf Hadji,Nancy,France,2010,1,2
Marco Di Vaio,Bologna,Italy,2010,1,4
Kevin Doyle,Wolves,England,2010,2,2
Diego,Wolfsburg,Germany,2010,0,2
Kaba Diawara,Arles-Avignon,France,2010,1,1
Alessandro Diamanti,Brescia,Italy,2010,1,1
Cheick Diabaté,Bordeaux,France,2010,1,1
Antonio Di Natale,Udinese,Italy,2010,5,7
David Di Michele,Lecce,Italy,2010,0,3
Rafael van der Vaart,Tottenham,England,2010,4,4
Clint Dempsey,Fulham,England,2010,1,2
Alessandro Del Piero,Juventus,Italy,2010,3,3
Gabi,Zaragoza,Spain,2010,6,6
Didier Drogba,Chelsea,England,2010,2,3
Royston Drenthe,Hércules,Spain,2010,1,1
Andrea Caracciolo,Brescia,Italy,2010,4,5
Emerse Faé,Nice,France,2010,1,1
Simone Bentivoglio,Bari,Italy,2010,1,1
Daniele Corvia,Lecce,Italy,2010,1,1
Adrián Colunga,Getafe,Spain,2010,2,2
Giuseppe Colucci,Cesena,Italy,2010,1,1
Carlton Cole,West Ham,England,2010,0,1
Papiss Cissé,Freiburg,Germany,2010,4,6
Park Chu-young,Monaco,France,2010,4,5
Edinson Cavani,Napoli,Italy,2010,5,7
Diego Castro,Sporting Gijón,Spain,2010,5,5
Chory Castro,Mallorca,Spain,2010,2,3
Antonio Cassano,Milan,Italy,2010,2,2
Kevin Davies,Bolton,England,2010,4,5
Antonio Cassano,Sampdoria,Italy,2010,2,2
Hernán Crespo,Parma,Italy,2010,3,3
Luis Jiménez,Cesena,Italy,2010,2,2
Cacau,Stuttgart,Germany,2010,0,2
Yohan Cabaye,Lille,France,2010,0,2
Igor Budan,Cesena,Italy,2010,0,1
Chris Brunt,West Brom,England,2010,2,3
Florian Bruns,St. Pauli,Germany,2010,2,2
Cesare Bovo,Palermo,Italy,2010,1,1
Razak Boukari,Rennes,France,2010,1,1
Ryad Boudebouz,Sochaux,France,2010,3,3
Mauro Boselli,Wigan Athletic,England,2010,0,1
John Carew,Aston Villa,England,2010,0,1
Jussiê,Bordeaux,France,2010,0,1
Filip Daems,M'Gladbach,Germany,2010,4,4
Felipe Caicedo,Levante,Spain,2010,1,1
Gaetano D'Agostino,Fiorentina,Italy,2010,1,1
Marco Borriello,Roma,Italy,2010,1,1
Mathieu Bodmer,Paris S-G,France,2010,1,1
Erjon Bogdani,Cesena,Italy,2010,1,1
Michel Bastos,Lyon,France,2010,0,1
Lucas Barrios,Dortmund,Germany,2010,0,1
David Barral,Sporting Gijón,Spain,2010,1,1
Júlio Baptista,Málaga,Spain,2010,1,1
Habib Bamogo,Nice,France,2010,0,1
Mario Balotelli,Manchester City,England,2010,2,2
Leighton Baines,Everton,England,2010,3,3
Jonathan Ayité,Brest,France,2010,1,1
Mikel Arteta,Everton,England,2010,0,1
Andrey Arshavin,Arsenal,England,2010,1,1
Youssef El-Arabi,Caen,France,2010,1,1
Apoño,Málaga,Spain,2010,2,4
Joey Barton,Newcastle Utd,England,2010,2,2
Mirco Antenucci,Catania,Italy,2010,1,1
Milan Biševac,Valenciennes,France,2010,1,1
José Antonio Reyes,Atlético Madrid,Spain,2010,0,1
Valter Birsa,Auxerre,France,2010,1,1
Robert Acquafresca,Cagliari,Italy,2010,0,1
Charlie Adam,Blackpool,England,2010,7,8
Darren Bent,Sunderland,England,2010,3,3
Emmanuel Adebayor,Manchester City,England,2010,1,1
Sergio Agüero,Atlético Madrid,Spain,2010,1,1
Shola Ameobi,Newcastle Utd,England,2010,2,2
Alejandro Alonso,Saint-Étienne,France,2010,1,1
Morgan Amalfitano,Lorient,France,2010,1,1
Emmanuel Adebayor,Real Madrid,Spain,2010,0,1
Scott Sinclair,Swansea City,England,2011,4,5
Francesco Totti,Roma,Italy,2011,2,4
Roberto Trashorras,Rayo Vallecano,Spain,2011,1,1
Piotr Trochowski,Sevilla,Spain,2011,0,1
Borja Valero,Villarreal,Spain,2011,0,1
Joan Verdú,Espanyol,Spain,2011,1,1
Arturo Vidal,Juventus,Italy,2011,1,1
Jonathan Walters,Stoke City,England,2011,4,6
Ben Watson,Wigan Athletic,England,2011,2,4
Benoît Trémoulinas,Bordeaux,France,2011,2,2
Christian Tiffert,Kaiserslautern,Germany,2011,1,1
Carlos Tevez,Manchester City,England,2011,0,1
Claudio Terzi,Siena,Italy,2011,1,2
Raúl Tamudo,Rayo Vallecano,Spain,2011,0,1
Franck Tabanou,Toulouse,France,2011,1,2
Luis Suárez,Liverpool,England,2011,0,1
Cristhian Stuani,Racing Sant,Spain,2011,4,4
Moussa Sow,Lille,France,2011,1,2
Roberto Soldado,Valencia,Spain,2011,1,1
Moussa Sissoko,Toulouse,France,2011,1,2
Bobby Zamora,Fulham,England,2011,1,1
Grégory Thil,Dijon,France,2011,0,1
Piti,Rayo Vallecano,Spain,2011,1,1
Cyril Théréau,Chievo,Italy,2011,0,1
Rubén Suárez,Levante,Spain,2011,4,4
Konstantin Rausch,Hannover 96,Germany,2011,1,1
Guilherme Siqueira,Granada,Spain,2011,4,4
Jan Schlaudraff,Hannover 96,Germany,2011,1,1
Gaël Kakuta,Dijon,France,2011,1,1
Gastón Sangoy,Sporting Gijón,Spain,2011,1,1
Mamadou Samassa,Valenciennes,France,2011,1,1
Sejad Salihović,Hoffenheim,Germany,2011,7,8
Yannick Sagbo,Evian,France,2011,3,4
Marco Ruben,Villarreal,Spain,2011,1,2
Giuseppe Rossi,Villarreal,Spain,2011,2,3
Wayne Rooney,Manchester Utd,England,2011,6,8
Timmy Simons,Nürnberg,Germany,2011,3,3
Cristiano Ronaldo,Real Madrid,Spain,2011,12,13
Zdravko Kuzmanović,Stuttgart,Germany,2011,4,4
Arjen Robben,Bayern Munich,Germany,2011,5,6
Loïc Rémy,Marseille,France,2011,3,3
Nando Rafael,Augsburg,Germany,2011,2,2
Grégory Pujol,Valenciennes,France,2011,0,1
Leonardo Ponzio,Zaragoza,Spain,2011,1,1
Eugen Polanski,Mainz 05,Germany,2011,2,2
Pavel Pogrebnyak,Stuttgart,Germany,2011,1,1
Lukas Podolski,Köln,Germany,2011,3,3
Claudio Pizarro,Werder Bremen,Germany,2011,2,2
Simon Rolfes,Leverkusen,Germany,2011,1,2
Jonathan Pitroipa,Rennes,France,2011,1,1
Florent Sinama Pongolle,Saint-Étienne,France,2011,1,1
Marco Rigoni,Novara,Italy,2011,6,7
Mauricio Pinilla,Palermo,Italy,2011,1,1
Mauricio Pinilla,Cagliari,Italy,2011,2,2
Fabrizio Miccoli,Palermo,Italy,2011,2,2
Mladen Petrić,Hamburger SV,Germany,2011,3,3
Robin van Persie,Arsenal,England,2011,2,3
Sergio Pellissier,Chievo,Italy,2011,3,4
Giampaolo Pazzini,Inter,Italy,2011,0,1
Rodrigo Palacio,Genoa,Italy,2011,3,4
Stefano Okaka,Parma,Italy,2011,1,1
Massimo Oddo,Lecce,Italy,2011,1,1
Ludovic Obraniak,Bordeaux,France,2011,0,1
Benjamin Nivet,Caen,France,2011,4,4
Nilmar,Villarreal,Spain,2011,1,1
Peter Odemwingie,West Brom,England,2011,0,1
Anthony Modeste,Bordeaux,France,2011,1,1
Nenê,Paris S-G,France,2011,9,9
Álvaro Negredo,Sevilla,Spain,2011,1,3
Arnold Mvuemba,Lorient,France,2011,3,3
Adrian Mutu,Cesena,Italy,2011,2,4
Danny Murphy,Fulham,England,2011,2,2
Éric Mouloungui,Nice,France,2011,0,1
Fabián Monzón,Nice,France,2011,7,8
Riccardo Montolivo,Fiorentina,Italy,2011,1,1
Nenê,Cagliari,Italy,2011,1,1
Cédric Mongongu,Evian,France,2011,2,2
Víctor Montaño,Rennes,France,2011,1,1
Marcos Senna,Villarreal,Spain,2011,2,3
Javad Nekounam,Osasuna,Spain,2011,1,1
Miku,Getafe,Spain,2011,2,2
Martin Petrov,Bolton,England,2011,4,4
André Luiz,Nancy,France,2011,2,3
Lionel Messi,Barcelona,Spain,2011,10,11
Túlio de Melo,Lille,France,2011,1,1
Nicolas Maurice-Belay,Bordeaux,France,2011,1,1
Mario Mandžukić,Wolfsburg,Germany,2011,1,1
Christophe Mandanne,Dijon,France,2011,1,1
Shaun Maloney,Wigan Athletic,England,2011,1,1
Paulo Machado,Toulouse,France,2011,1,1
Maxi López,Catania,Italy,2011,2,2
Lisandro López,Lyon,France,2011,4,4
Diego Milito,Inter,Italy,2011,8,10
David López,Athletic Club,Spain,2011,1,1
Sascha Mölders,Augsburg,Germany,2011,0,1
Francesco Lodi,Catania,Italy,2011,7,8
Adem Ljajić,Fiorentina,Italy,2011,0,1
Cristian Ledesma,Lazio,Italy,2011,3,3
Ezequiel Lavezzi,Napoli,Italy,2011,1,1
Miguel de las Cuevas,Sporting Gijón,Spain,2011,2,2
Seb Larsson,Sunderland,England,2011,0,1
Marcelo Larrondo,Siena,Italy,2011,1,1
Joaquín Larrivey,Cagliari,Italy,2011,2,2
Frank Lampard,Chelsea,England,2011,3,4
Andrea Pirlo,Juventus,Italy,2011,0,2
Shane Long,West Brom,England,2011,1,1
James Milner,Manchester City,England,2011,1,1
Fernando Llorente,Athletic Club,Spain,2011,0,1
Salva Sevilla,Betis,Spain,2011,2,2
Beñat Etxebarria,Betis,Spain,2011,1,1
Alexandre Lacazette,Lyon,France,2011,1,1
Jirès Kembo Ekoko,Rennes,France,2011,1,1
Jussiê,Bordeaux,France,2011,1,1
Stevan Jovetić,Fiorentina,Italy,2011,4,5
Jonas,Valencia,Spain,2011,1,1
Nikica Jelavić,Everton,England,2011,1,1
Andreas Ivanschitz,Mainz 05,Germany,2011,3,3
Ilan,Ajaccio,France,2011,1,1
Zlatan Ibrahimović,Milan,Italy,2011,10,10
Vincenzo Iaquinta,Cesena,Italy,2011,1,1
Klaas-Jan Huntelaar,Schalke 04,Germany,2011,6,7
Stephen Hunt,Wolves,England,2011,3,3
Grant Holt,Norwich City,England,2011,2,2
Junior Hoilett,Blackburn,England,2011,0,1
Hernanes,Lazio,Italy,2011,4,4
Javier Hernández,Manchester Utd,England,2011,1,1
Abel Hernández,Palermo,Italy,2011,2,2
Tomer Hemed,Mallorca,Spain,2011,5,5
Heiðar Helguson,QPR,England,2011,2,2
Eden Hazard,Lille,France,2011,9,9
Marek Hamšík,Napoli,Italy,2011,0,2
Youssouf Hadji,Rennes,France,2011,1,1
Eduardo dos Santos,Ajaccio,France,2011,2,3
Emanuele Calaiò,Siena,Italy,2011,4,4
Christian Kinkela,Ajaccio,France,2011,1,1
Ivan Klasnić,Bolton,England,2011,1,1
Youssouf Hadji,Nancy,France,2011,1,1
Aaron Hunt,Werder Bremen,Germany,2011,1,1
Santiago Silva,Fiorentina,Italy,2011,1,1
Antoine Griezmann,Real Sociedad,Spain,2011,0,1
Danny Graham,Swansea City,England,2011,1,1
Max Gradel,Saint-Étienne,France,2011,1,1
Yoan Gouffran,Bordeaux,France,2011,1,1
Papu Gómez,Catania,Italy,2011,0,1
Mario Gómez,Bayern Munich,Germany,2011,4,5
Jordi Gómez,Wigan Athletic,England,2011,2,2
Olivier Giroud,Montpellier,France,2011,2,4
Sebastian Giovinco,Parma,Italy,2011,4,5
Alberto Gilardino,Genoa,Italy,2011,2,2
Cheick Diabaté,Bordeaux,France,2011,1,2
Raúl García,Osasuna,Spain,2011,0,1
Kévin Gameiro,Paris S-G,France,2011,1,1
Pierre-Alain Frau,Caen,France,2011,2,2
Sergio Floccari,Parma,Italy,2011,2,2
Julien Féret,Rennes,France,2011,2,3
Javier Farinós,Levante,Spain,2011,1,1
Radamel Falcao,Atlético Madrid,Spain,2011,5,6
Dariusz Dudka,Auxerre,France,2011,1,1
Bruno Grougi,Brest,France,2011,4,6
Didier Drogba,Chelsea,England,2011,1,1
Kevin Doyle,Wolves,England,2011,0,1
Mauro Formica,Blackburn,England,2011,0,1
Luis García,Zaragoza,Spain,2011,0,1
Darren Bent,Aston Villa,England,2011,2,2
Stewart Downing,Liverpool,England,2011,0,1
Younès Belhanda,Montpellier,France,2011,5,5
Rafael van der Vaart,Tottenham,England,2011,1,1
Germán Denis,Atalanta,Italy,2011,3,4
Clint Dempsey,Fulham,England,2011,0,1
Mathieu Debuchy,Lille,France,2011,1,1
Kevin Davies,Bolton,England,2011,0,1
Scott Dann,Blackburn,England,2011,0,1
Gaël Danic,Valenciennes,France,2011,3,3
Filip Daems,M'Gladbach,Germany,2011,3,3
Jakub Błaszczykowski,Dortmund,Germany,2011,1,1
Gaetano D'Agostino,Siena,Italy,2011,1,1
Diego Costa,Rayo Vallecano,Spain,2011,2,2
David Di Michele,Lecce,Italy,2011,5,6
Daniele Conti,Cagliari,Italy,2011,1,1
Papiss Cissé,Freiburg,Germany,2011,1,2
Santi Cazorla,Málaga,Spain,2011,0,1
Edinson Cavani,Napoli,Italy,2011,3,6
Johan Cavalli,Ajaccio,France,2011,0,1
Diego Castro,Getafe,Spain,2011,1,1
Antonio Candreva,Cesena,Italy,2011,1,2
Souleymane Camara,Montpellier,France,2011,0,1
Jan-Ingwer Callsen-Bracker,Augsburg,Germany,2011,2,2
Tino Costa,Valencia,Spain,2011,1,1
Nicklas Bendtner,Sunderland,England,2011,1,1
Patrick Helmes,Wolfsburg,Germany,2011,1,1
Renaud Cohade,Valenciennes,France,2011,1,1
Antonio Di Natale,Udinese,Italy,2011,4,5
Koke,Rayo Vallecano,Spain,2011,1,1
Michel Bastos,Lyon,France,2011,1,1
Éric Bauthéac,Dijon,France,2011,1,1
Andrea Barzagli,Juventus,Italy,2011,1,1
José Barkero,Levante,Spain,2011,3,3
Barry Bannan,Aston Villa,England,2011,1,1
Éver Banega,Valencia,Spain,2011,0,1
Mario Balotelli,Manchester City,England,2011,3,3
Leighton Baines,Everton,England,2011,3,3
Marco Di Vaio,Bologna,Italy,2011,1,2
Ryan Babel,Hoffenheim,Germany,2011,1,1
André Ayew,Marseille,France,2011,0,1
Mikel Arteta,Everton,England,2011,1,1
Carlos Aranda,Zaragoza,Spain,2011,0,1
Dimitar Berbatov,Manchester Utd,England,2011,2,2
Apoño,Málaga,Spain,2011,1,1
Yakubu Aiyegbeni,Blackburn,England,2011,4,5
Sergio Agüero,Manchester City,England,2011,3,3
Emmanuel Adebayor,Tottenham,England,2011,3,4
Charlie Adam,Liverpool,England,2011,1,2
Mohammed Abdellaoue,Hannover 96,Germany,2011,3,3
Levan Kobiashvili,Hertha BSC,Germany,2011,1,2
Demba Ba,Newcastle Utd,England,2011,2,3
Alessandro Diamanti,Bologna,Italy,2011,1,1
Ryad Boudebouz,Sochaux,France,2011,3,3
Apoño,Zaragoza,Spain,2011,3,3
Daniel Caligiuri,Freiburg,Germany,2011,2,2
Fernando Torres,Chelsea,England,2012,1,1
Alain Traoré,Lorient,France,2012,0,1
Steve Sidwell,Fulham,England,2012,1,1
Mathieu Valbuena,Marseille,France,2012,0,1
Mirko Vučinić,Juventus,Italy,2012,2,2
Ahmed Kantari,Brest,France,2012,1,1
Joan Verdú,Espanyol,Spain,2012,4,4
Arturo Vidal,Juventus,Italy,2012,5,7
Ante Vukušić,Pescara,Italy,2012,0,1
Jaime Valdés,Parma,Italy,2012,2,3
David Timor,Osasuna,Spain,2012,1,1
Mauricio Pinilla,Cagliari,Italy,2012,5,6
Florian Thauvin,Bastia,France,2012,1,1
Carlos Tevez,Manchester City,England,2012,2,2
Adel Taarabt,QPR,England,2012,0,1
Ádám Szalai,Mainz 05,Germany,2012,1,2
Daniel Sturridge,Liverpool,England,2012,1,1
Roberto Soldado,Valencia,Spain,2012,5,6
Guilherme Siqueira,Granada,Spain,2012,6,7
Timmy Simons,Nürnberg,Germany,2012,3,4
Francesco Totti,Roma,Italy,2012,3,4
Piti,Rayo Vallecano,Spain,2012,5,5
Jonathan Walters,Stoke City,England,2012,3,5
Carlos Vela,Real Sociedad,Spain,2012,4,4
Cyril Théréau,Chievo,Italy,2012,1,1
Vladimír Weiss,Pescara,Italy,2012,1,1
Loïc Rémy,QPR,England,2012,1,2
David Silva,Manchester City,England,2012,0,1
Sidney Sam,Leverkusen,Germany,2012,0,1
Sejad Salihović,Hoffenheim,Germany,2012,4,4
Henri Saivet,Bordeaux,France,2012,0,1
Yannick Sagbo,Evian,France,2012,2,2
Jérôme Rothen,Bastia,France,2012,1,1
Alessandro Rosina,Siena,Italy,2012,3,4
Wayne Rooney,Manchester Utd,England,2012,1,2
Cristiano Ronaldo,Real Madrid,Spain,2012,6,7
Simon Rolfes,Leverkusen,Germany,2012,0,1
Jan Schlaudraff,Hannover 96,Germany,2012,1,1
Gonzalo Rodríguez,Fiorentina,Italy,2012,2,2
Nikola Đurđić,Greuther Fürth,Germany,2012,0,1
Robinho,Milan,Italy,2012,1,1
Ivan Rakitić,Sevilla,Spain,2012,1,2
Raffael,Schalke 04,Germany,2012,1,1
Xabi Prieto,Real Sociedad,Spain,2012,3,3
Edgar Prib,Greuther Fürth,Germany,2012,0,1
Nicola Pozzi,Sampdoria,Italy,2012,1,2
Hélder Postiga,Zaragoza,Spain,2012,1,1
Jaroslav Plašil,Bordeaux,France,2012,1,1
Pizzi,La Coruña,Spain,2012,4,4
Hal Robson-Kanu,Reading,England,2012,1,1
David Pizarro,Fiorentina,Italy,2012,3,3
André Schürrle,Leverkusen,Germany,2012,0,1
Riki,La Coruña,Spain,2012,0,2
